PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
34358382,RBM10-TFE3 fusions: A FISH-concealed anomaly in adult renal cell carcinomas displaying a variety of morphological and genomic features: Comprehensive study of six novel cases,"Di Mauro I, Dadone-Montaudie B, Sibony M, Ambrosetti D, Molinie V, Decaussin-Petrucci M, Bland V, Arbaud C, Cenciu B, Arbib F, Just PA, Derman J, Rioux-Leclercq N, Pedeutour F; CARARE French Network.",Genes Chromosomes Cancer. 2021 Nov;60(11):772-784. doi: 10.1002/gcc.22985. Epub 2021 Aug 6.,Di Mauro I,Genes Chromosomes Cancer,2021,2021-08-06,,,10.1002/gcc.22985
34654685,Germline Variants Identified in Patients with Early-onset Renal Cell Carcinoma Referred for Germline Genetic Testing,"Truong H, Sheikh R, Kotecha R, Kemel Y, Reisz PA, Lenis AT, Mehta NN, Khurram A, Joseph V, Mandelker D, Latham A, Ceyhan-Birsoy O, Ladanyi M, Shah NJ, Walsh MF, Voss MH, Lee CH, Russo P, Coleman JA, Hakimi AA, Feldman DR, Stadler ZK, Robson ME, Motzer RJ, Offit K, Patil S, Carlo MI.",Eur Urol Oncol. 2021 Dec;4(6):993-1000. doi: 10.1016/j.euo.2021.09.005. Epub 2021 Oct 12.,Truong H,Eur Urol Oncol,2021,2021-10-16,PMC8688197,NIHMS1747918,10.1016/j.euo.2021.09.005
32176594,A Noninvasive Urine Metabolome Panel as Potential Biomarkers for Diagnosis of T Cell-Mediated Renal Transplant Rejection,"Kalantari S, Chashmniam S, Nafar M, Samavat S, Rezaie D, Dalili N.",OMICS. 2020 Mar;24(3):140-147. doi: 10.1089/omi.2019.0158.,Kalantari S,OMICS,2020,2020-03-17,,,10.1089/omi.2019.0158
39913368,"Clinical, immune and genetic risk factors of malaria-associated acute kidney injury in Zambian children: A study protocol","Mwaba C, Munsaka S, Mwakazanga D, Rutagwerae D, Ngalamika O, Mwanza S, McCulloch M, Mpabalwani E.",PLoS One. 2025 Feb 6;20(2):e0316205. doi: 10.1371/journal.pone.0316205. eCollection 2025.,Mwaba C,PLoS One,2025,2025-02-06,PMC11801570,,10.1371/journal.pone.0316205
37349938,Performance of the ACMG-AMP criteria in a large familial renal glucosuria cohort with identified SLC5A2 sequence variants,"Barata R, Fila M, Dalla-Vale F, Bogarin R, Nunes P, Ramalho J, Rueff J, Calado J.",Clin Genet. 2023 Nov;104(5):582-586. doi: 10.1111/cge.14395. Epub 2023 Jun 22.,Barata R,Clin Genet,2023,2023-06-23,,,10.1111/cge.14395
31764220,Clinicopathologic and Molecular Analysis of the TFEB Fusion Variant Reveals New Members of TFEB Translocation Renal Cell Carcinomas (RCCs): Expanding the Genomic Spectrum,"Xia QY, Wang XT, Fang R, Wang Z, Zhao M, Chen H, Chen N, Teng XD, Wang X, Wei X, Ye SB, Li R, Ma HH, Lu ZF, Zhou XJ, Rao Q.",Am J Surg Pathol. 2020 Apr;44(4):477-489. doi: 10.1097/PAS.0000000000001408.,Xia QY,Am J Surg Pathol,2020,2019-11-26,,,10.1097/PAS.0000000000001408
36253912,Clinical Integration of Genomic Testing in Kidney Transplantation Clinics,Nestor JG.,Transplantation. 2023 Apr 1;107(4):820-821. doi: 10.1097/TP.0000000000004364. Epub 2022 Oct 18.,Nestor JG,Transplantation,2023,2022-10-18,PMC10065878,NIHMS1831974,10.1097/TP.0000000000004364
35763031,"Clinical variable-based cluster analysis identifies novel subgroups with a distinct genetic signature, lipidomic pattern and cardio-renal risks in Asian patients with recent-onset type 2 diabetes","Wang J, Liu JJ, Gurung RL, Liu S, Lee J, M Y, Ang K, Shao YM, Tang JI, Benke PI, Torta F, Wenk MR, Tavintharan S, Tang WE, Sum CF, Lim SC.",Diabetologia. 2022 Dec;65(12):2146-2156. doi: 10.1007/s00125-022-05741-2. Epub 2022 Jun 28.,Wang J,Diabetologia,2022,2022-06-28,PMC9630229,,10.1007/s00125-022-05741-2
35655039,Precise clinicopathologic findings for application of genetic testing in pediatric kidney transplant recipients with focal segmental glomerulosclerosis/steroid-resistant nephrotic syndrome,"Miura K, Kaneko N, Hashimoto T, Ishizuka K, Shirai Y, Hisano M, Chikamoto H, Akioka Y, Kanda S, Harita Y, Yamamoto T, Hattori M.",Pediatr Nephrol. 2023 Feb;38(2):417-429. doi: 10.1007/s00467-022-05604-3. Epub 2022 Jun 2.,Miura K,Pediatr Nephrol,2023,2022-06-02,,,10.1007/s00467-022-05604-3
35264217,A machine learning-assisted model for renal urate underexcretion with genetic and clinical variables among Chinese men with gout,"Sun M, Sun W, Zhao X, Li Z, Dalbeth N, Ji A, He Y, Qu H, Zheng G, Ma L, Wang J, Shi Y, Fang X, Chen H, Merriman TR, Li C.",Arthritis Res Ther. 2022 Mar 9;24(1):67. doi: 10.1186/s13075-022-02755-4.,Sun M,Arthritis Res Ther,2022,2022-03-10,PMC8905745,,10.1186/s13075-022-02755-4
33111320,A novel monogenic preimplantation genetic testing strategy for sporadic polycystic kidney caused by de novo PKD1 mutation,"Shi H, Niu W, Liu Y, Jin H, Song W, Shi S, Yao G, Xu J, Sun Y.",Clin Genet. 2021 Feb;99(2):250-258. doi: 10.1111/cge.13871. Epub 2020 Nov 20.,Shi H,Clin Genet,2021,2020-10-28,,,10.1111/cge.13871
32968206,CRISPR/Cas9 genome-wide loss-of-function screening identifies druggable cellular factors involved in sunitinib resistance in renal cell carcinoma,"Makhov P, Sohn JA, Serebriiskii IG, Fazliyeva R, Khazak V, Boumber Y, Uzzo RG, Kolenko VM.",Br J Cancer. 2020 Dec;123(12):1749-1756. doi: 10.1038/s41416-020-01087-x. Epub 2020 Sep 24.,Makhov P,Br J Cancer,2020,2020-09-24,PMC7723036,,10.1038/s41416-020-01087-x
31513279,Early Tacrolimus Concentrations After Lung Transplant Are Predicted by Combined Clinical and Genetic Factors and Associated With Acute Kidney Injury,"Miano TA, Flesch JD, Feng R, Forker CM, Brown M, Oyster M, Kalman L, Rushefski M, Cantu E 3rd, Porteus M, Yang W, Localio AR, Diamond JM, Christie JD, Shashaty MGS.",Clin Pharmacol Ther. 2020 Feb;107(2):462-470. doi: 10.1002/cpt.1629. Epub 2019 Oct 20.,Miano TA,Clin Pharmacol Ther,2020,2019-09-13,PMC6980920,NIHMS1050220,10.1002/cpt.1629
37358729,Diagnostic policies on nephrolithiasis/nephrocalcinosis of possible genetic origin by Italian nephrologists: a survey by the Italian Society of Nephrology with an emphasis on primary hyperoxaluria,"Ferraro PM, Caletti C, Capolongo G, Lombardi M, Scolari F, Vezzoli G, Vitale C, Gambaro G.",J Nephrol. 2023 Jul;36(6):1605-1614. doi: 10.1007/s40620-023-01693-x. Epub 2023 Jun 26.,Ferraro PM,J Nephrol,2023,2023-06-26,PMC10393840,,10.1007/s40620-023-01693-x
35017463,Heterogeneity of tumor microenvironment is associated with clinical prognosis of non-clear cell renal cell carcinoma: a single-cell genomics study,"Chen WJ, Cao H, Cao JW, Zuo L, Qu FJ, Xu D, Zhang H, Gong HY, Chen JX, Ye JQ, Gan SS, Zhou W, Zhu DW, Pan XW, Cui XG.",Cell Death Dis. 2022 Jan 11;13(1):50. doi: 10.1038/s41419-022-04501-9.,Chen WJ,Cell Death Dis,2022,2022-01-12,PMC8752784,,10.1038/s41419-022-04501-9
38032814,Transplant Nephrologists' Preferences for Clinical Decision Support for APOL1 Genetic Testing of Living Kidney Donors: A Focus Group Study,"Rasmussen LV, Agrawal AH, Gordon EJ.",Kidney360. 2023 Nov 1;4(11):1610-1614. doi: 10.34067/KID.0000000000000265. Epub 2023 Oct 12.,Rasmussen LV,Kidney360,2023,2023-11-30,PMC10695637,,10.34067/KID.0000000000000265
32060504,Do genetic variations in proximal tubule transporters influence tenofovir-induced renal dysfunction? An exploratory study in a Ghanaian population,"Neary M, Olagunju A, Sarfo F, Phillips R, Moss D, Owen A, Chadwick D.",J Antimicrob Chemother. 2020 May 1;75(5):1267-1271. doi: 10.1093/jac/dkaa008.,Neary M,J Antimicrob Chemother,2020,2020-02-16,,,10.1093/jac/dkaa008
34980496,Molecular Genetic Determinants of Shorter Time on Active Surveillance in a Prospective Phase 2 Clinical Trial in Metastatic Renal Cell Carcinoma,"Reig Torras O, Mishra A, Christie A, McKenzie T, Onabolu O, Singla N, Plimack ER, Suárez C, Ornstein MC, Alpaugh RK, Elias R, Bowman IA, McKay RM, Przybycin C, Kapur P, Brugarolas J, Rini B.",Eur Urol. 2022 Jun;81(6):555-558. doi: 10.1016/j.eururo.2021.12.003. Epub 2021 Dec 31.,Reig Torras O,Eur Urol,2022,2022-01-04,PMC9886196,NIHMS1763154,10.1016/j.eururo.2021.12.003
38327067,Influence of genetic polymorphisms in vascular endothelial-related genes on the clinical outcome of axitinib in patients with metastatic renal cell carcinoma,"Numakura K, Igarashi R, Takahashi M, Nara T, Kanda S, Saito M, Narita S, Inoue T, Niioka T, Miura M, Habuchi T.",Cancer Biol Ther. 2024 Dec 31;25(1):2312602. doi: 10.1080/15384047.2024.2312602. Epub 2024 Feb 7.,Numakura K,Cancer Biol Ther,2024,2024-02-08,PMC10857686,,10.1080/15384047.2024.2312602
36292688,Participant Choice towards Receiving Potential Additional Findings in an Australian Nephrology Research Genomics Study,"O'Shea R, Wood A, Patel C, McCarthy HJ, Mallawaarachchi A, Quinlan C, Simons C, Stark Z, Mallett AJ.",Genes (Basel). 2022 Oct 6;13(10):1804. doi: 10.3390/genes13101804.,O'Shea R,Genes (Basel),2022,2022-10-27,PMC9601985,,10.3390/genes13101804
32659871,Opinions of African American adults about the use of apolipoprotein L1 (ApoL1) genetic testing in living kidney donation and transplantation,"Berrigan M, Austrie J, Fleishman A, Tercyak KP, Pollak MR, Pavlakis M, Rohan V, Baliga PK, Kayler LK, Feeley TH, Rodrigue JR.",Am J Transplant. 2021 Mar;21(3):1197-1205. doi: 10.1111/ajt.16206. Epub 2020 Aug 29.,Berrigan M,Am J Transplant,2021,2020-07-14,PMC7854990,NIHMS1625970,10.1111/ajt.16206
32358593,The ethics of genetic testing for kidney diseases,"Sabatello M, Milo Rasouly H.",Nat Rev Nephrol. 2020 Nov;16(11):619-620. doi: 10.1038/s41581-020-0294-5. Epub 2020 May 1.,Sabatello M,Nat Rev Nephrol,2020,2020-05-03,PMC7572470,NIHMS1590110,10.1038/s41581-020-0294-5
38752978,Genetically engineered human embryonic kidney cells as a novel vehicle for dual patch clamp study of human gap junction channels,"Chen H, Li YX, Wong RS, Esseltine JL, Bai D.",Biochem J. 2024 Jun 19;481(12):741-758. doi: 10.1042/BCJ20240016.,Chen H,Biochem J,2024,2024-05-16,PMC11346430,,10.1042/BCJ20240016
33275263,SARS-CoV-2 systemic infection in a kidney transplant recipient: sequence analysis in clinical specimens,"Monne M, Asproni R, Fancello T, Piras G, Sulis V, Floris AR, Sanna F, Toja A, Paffi P, Carai A, Mameli G, Fiamma M.",Eur Rev Med Pharmacol Sci. 2020 Nov;24(22):11914-11918. doi: 10.26355/eurrev_202011_23850.,Monne M,Eur Rev Med Pharmacol Sci,2020,2020-12-04,,,10.26355/eurrev_202011_23850
32211780,Biomarker panels may be superior over single molecules in prediction of renal flares in systemic lupus erythematosus: an exploratory study,"Fasano S, Pierro L, Borgia A, Coscia MA, Formica R, Bucci L, Riccardi A, Ciccia F.",Rheumatology (Oxford). 2020 Nov 1;59(11):3193-3200. doi: 10.1093/rheumatology/keaa074.,Fasano S,Rheumatology (Oxford),2020,2020-03-27,,,10.1093/rheumatology/keaa074
34558169,Potential benefits of rapid genetic testing for germline WT1 in infants with bilateral renal tumors: A case report,"Yoshikawa H, Sato T, Ishikawa T, Ito J, Yamazaki F, Shima H, Honda M, Shibata H, Ishii T, Asanuma H, Shimada H, Hasegawa T.",Pediatr Blood Cancer. 2022 Feb;69(2):e29368. doi: 10.1002/pbc.29368. Epub 2021 Sep 24.,Yoshikawa H,Pediatr Blood Cancer,2022,2021-09-24,,,10.1002/pbc.29368
